accession,domain,phylum,class,order,family,genus,species,Amino acid utilization,Aromatics degradation,Arsenic cycling,C1 metabolism,Carbon fixation,Chlorite reduction,Complex carbon degradation,Ethanol fermentation,Fatty acid degradation,Fermentation,Halogenated compound utilization,Hydrogenases,Nitrile hydration,Nitrogen cycling,Oxidative phosphorylation,Perchlorate reduction,Selenate reduction,Sulfur cycling,Thermophilic specific
GCA_016207885.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,JACQZG01,JACQZG01 sp016207885,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,4,0
GCA_016207925.1,Bacteria,Nitrospinota,UBA7883,UBA7883,UBA7883,JACQZB01,JACQZB01 sp016207925,0,0,1,1,1,0,0,0,0,1,0,1,0,1,2,1,0,4,0
GCA_016208015.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxyarcus,Sideroxyarcus sp016208015,0,0,0,0,1,0,0,0,0,2,0,3,0,5,1,0,0,5,0
GCA_016208105.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Fundidesulfovibrio,Fundidesulfovibrio sp016208105,0,0,0,0,0,0,0,0,0,2,0,2,0,3,1,0,1,3,0
GCA_016208115.1,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,JACRDC01,JACRDC01 sp016208115,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,0,1,4,0
GCA_016208225.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,SURF-16,SURF-16 sp016208225,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0
GCA_016208305.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Elainellales,Elainellaceae,Drouetiella,Drouetiella sp016208305,0,0,0,1,1,0,0,0,0,2,0,1,0,1,1,0,0,2,0
GCA_016208425.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,JACQYA01,JACQYA01 sp016208425,0,0,1,0,1,0,0,0,0,2,0,3,0,5,3,1,0,5,0
GCA_016208975.1,Bacteria,Nitrospinota,UBA7883,UBA7883,JACRLM01,JACQXA01,JACQXA01 sp016208975,0,0,1,1,1,0,0,0,0,2,0,2,0,2,2,0,0,5,0
GCA_016212085.1,Bacteria,Nitrospirota_B,JACRHL01,JACRHL01,JACRHL01,JACRHL01,JACRHL01 sp016212085,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,0
GCA_016212095.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,SZUA-242,SZUA-242,JACRHH01,JACRHH01 sp016212095,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,0,0,3,0
GCA_016212105.1,Bacteria,Nitrospirota,UBA9217,JACRHJ01,JACRHJ01,JACRHJ01,JACRHJ01 sp016212105,0,0,0,1,0,0,0,0,0,2,0,1,0,1,2,0,0,3,0
GCA_016212165.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA1546,SCSY01,SCSY01 sp016212165,0,0,2,0,0,0,0,0,0,2,0,1,0,1,1,0,0,3,0
GCA_016212565.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Magnetospirillaceae,JACRFY01,JACRFY01 sp016212565,0,0,0,0,0,0,0,0,0,2,0,3,0,5,3,0,0,3,0
GCA_016212925.1,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,JACRDF01,JACRDF01 sp016212925,0,0,1,0,0,0,0,0,0,2,0,2,0,2,3,0,1,4,0
GCA_016212935.1,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,Desulfomonile,Desulfomonile tiedjei_A,0,0,1,0,0,0,0,0,0,2,0,1,0,3,1,0,0,4,0
GCA_016213825.1,Bacteria,Bacillota_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,Acetobacterium woodii_A,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2,0
GCA_016213945.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,SURF-23,SURF-23 sp016213945,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,0,0,3,0
GCA_016214385.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,JACROP01,JACROP01,JACROP01 sp016214385,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,4,0
GCA_016214695.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxyarcus,Sideroxyarcus sp016214695,0,0,0,0,1,0,0,0,0,2,0,2,0,4,1,0,0,5,0
GCA_016214855.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA6898,UBA6898,UBA6898 sp016214855,0,0,2,0,0,0,0,0,0,2,0,2,0,4,1,0,0,3,0
GCA_016214985.1,Bacteria,Desulfobacterota_C,Deferrisomatia,Deferrisomatales,JACRMM01,JACRMM01,JACRMM01 sp016214985,0,0,1,0,0,0,0,0,0,2,0,1,0,2,2,0,1,1,0
GCA_016215155.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA6898,PALSA-1316,PALSA-1316 sp016215155,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,3,0
GCA_016215555.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,WMHbin7,WMHbin7,WMHbin7 sp016215555,0,0,0,0,1,0,0,0,0,2,0,2,0,5,1,1,0,3,0
GCA_016217665.1,Bacteria,Nitrospirota,9FT-COMBO-42-15,HDB-SIOI813,HDB-SIOI813,JACRHF01,JACRHF01 sp016217665,0,0,0,0,1,0,0,0,0,2,0,0,0,2,3,0,0,3,0
GCA_016217695.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,UBA6898,JACRHE01,JACRHE01 sp016217695,0,0,0,0,0,0,0,0,0,2,0,3,0,2,2,0,0,3,0
GCA_016217785.1,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium,Methanobacterium sp016217785,0,0,0,3,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0
GCA_016218665.1,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,Humidesulfovibrio,Humidesulfovibrio sp016218665,0,0,1,0,1,0,0,0,0,2,0,2,0,2,2,0,0,3,0
GCA_016218705.1,Bacteria,Desulfobacterota,Desulfarculia,Desulfarculales,Desulfarculaceae,JACRDC01,JACRDC01 sp016218705,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,0,1,4,0
GCA_016218715.1,Bacteria,Desulfobacterota,Desulfomonilia,Desulfomonilales,Desulfomonilaceae,JACRDG01,JACRDG01 sp016218715,0,0,1,0,0,0,0,0,0,2,0,2,0,1,2,0,1,4,0
GCA_016218975.1,Bacteria,Desulfobacterota_E,Deferrimicrobia,Deferrimicrobiales,Deferrimicrobiaceae,JAENIX01,JAENIX01 sp016218975,0,0,2,0,0,0,0,0,0,1,0,1,0,3,2,1,0,1,0
GCA_016219005.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,UBA2174_A,SpSt-501,SpSt-501 sp016219005,0,0,2,1,0,0,0,0,0,2,0,2,0,4,1,1,0,4,0
GCA_016219175.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfurivibrionaceae,SURF-16,SURF-16 sp016219175,0,0,0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,5,0
GCA_016219185.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfatirhabdiaceae,RAAP-1,RAAP-1 sp016219185,0,0,1,0,0,0,0,0,0,2,0,3,0,4,2,1,0,4,0
GCA_016219225.1,Bacteria,Desulfobacterota,RBG-13-43-22,RBG-13-43-22,RBG-13-43-22,RBG-13-43-22,RBG-13-43-22 sp016219225,0,0,1,1,0,0,0,0,0,2,0,3,0,1,2,0,0,4,0
GCA_016219375.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Aquabacterium,Aquabacterium sp016219375,0,0,0,1,1,0,0,0,0,2,0,0,1,4,3,0,0,1,0
GCA_016222905.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,JACRPZ01,JACRPZ01 sp016222905,0,0,0,0,0,0,0,0,0,2,0,1,0,3,1,0,0,3,0
GCA_016223015.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Geobacteraceae_A,Geoanaerobacter,Geoanaerobacter sp016223015,0,0,0,0,0,0,0,0,0,1,0,3,0,1,1,0,0,1,0
GCA_016223165.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rubrivivax,Rubrivivax sp016223165,0,0,0,2,1,0,0,0,0,2,0,3,1,5,3,0,0,5,0
GCA_016234115.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,UBA6902,UBA6902,SURF-23,SURF-23 sp016234115,0,0,2,0,0,0,0,0,0,2,0,1,0,2,2,0,0,4,0
GCA_016234205.1,Bacteria,Nitrospinota,UBA9942,UBA9942,UBA9942,UBA9942,UBA9942 sp016234205,0,0,0,0,1,0,0,0,0,2,0,1,0,2,2,0,0,1,0
GCA_016234655.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,Sulfuritortus,Sulfuritortus sp016234655,0,0,0,0,2,0,0,0,0,2,0,0,0,4,2,1,0,4,0
GCA_016235045.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Gallionellaceae,Sideroxyarcus,Sideroxyarcus sp016235045,0,0,1,0,1,1,0,0,0,2,0,4,0,1,1,0,0,5,0
GCA_016235255.1,Bacteria,Nitrospinota,UBA7883,UBA7883,JACRLM01,JACRLM01,JACRLM01 sp016235255,0,0,1,0,1,0,0,0,0,2,0,2,0,3,2,0,0,4,0
GCA_016235775.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,RBG-16-58-11,RBG-16-58-11,RBG-16-58-11 sp016235775,0,0,0,0,0,0,0,0,0,2,0,1,0,3,2,0,0,4,0
GCA_016235805.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,Sulfuritalea sp016235805,0,0,2,1,1,0,0,0,0,2,0,3,0,3,1,0,0,3,0
GCA_016278365.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp016278365,0,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
GCA_016278385.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanolobus,Methanolobus sp016278385,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0
GCA_016278415.1,Bacteria,Bacillota_F,Halanaerobiia,Halanaerobiales,DTU029,JADQBV01,JADQBV01 sp016278415,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
GCA_016278715.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Marinilabilia,Marinilabilia sp016278715,0,0,0,0,0,0,0,0,0,1,0,4,0,3,1,0,0,1,0
GCA_016342325.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulforapulum,Desulforapulum sp016342325,0,0,1,0,0,0,0,0,0,2,0,2,0,2,2,0,1,3,0
GCA_016342385.1,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_E,Spirochaetaceae_B,Spirochaeta_F,Spirochaeta_F sp016342385,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,0
GCA_016471375.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Microcystaceae_B,Synechocystis,Synechocystis sp016471375,0,0,0,1,1,0,0,0,0,2,0,1,0,1,2,0,0,2,0
GCA_016591975.1,Bacteria,Bacillota_A,Clostridia,Lachnospirales,Lachnospiraceae,TB5,TB5 sp016591975,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0
GCA_016650295.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,CAIPTY01,CAIPTY01 sp016650295,0,0,2,0,0,0,0,0,0,1,0,2,0,1,3,1,0,2,0
GCA_016699655.1,Bacteria,Fibrobacterota,Fibrobacteria,UBA5070,UBA5070,UBA5070,UBA5070 sp016699655,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,1,0,0,0
GCA_016699695.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,UBA10428,UBA10428,UBA10428 sp016699695,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,0,0,1,0
GCA_016699715.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,Competibacter,Competibacter sp016699715,0,0,0,1,0,0,0,0,0,2,0,2,0,2,2,1,0,3,0
GCA_016702605.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,JADJDQ01,JADJDQ01 sp016702605,0,0,0,3,1,0,0,0,0,2,0,3,1,4,2,1,0,4,0
GCA_016703155.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Thiobacillaceae,JADJCP01,JADJCP01 sp016703155,0,0,0,0,1,0,0,0,0,2,0,2,0,5,2,1,0,4,0
GCA_016703645.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Zoogloea,Zoogloea sp008011925,0,0,0,3,0,0,0,0,0,2,0,1,0,5,3,0,0,2,0
GCA_016703665.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,JADJBS01,JADJBS01 sp016703665,0,0,0,1,1,0,0,0,0,2,0,0,0,5,2,0,0,4,0
GCA_016706565.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Piscinibacter,Piscinibacter sp016706565,0,0,0,2,1,0,0,0,0,2,0,2,1,5,3,0,0,4,0
GCA_016708725.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rhodoferax_C,Rhodoferax_C sp016708725,0,0,0,0,1,0,0,0,0,2,0,1,0,3,2,0,0,0,0
GCA_016708905.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Methylophosphatis,Methylophosphatis roskildensis,0,0,0,2,1,0,0,0,0,2,0,2,0,3,2,0,0,3,0
GCA_016709675.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Accumulibacter,Accumulibacter proximus,0,0,0,1,1,0,0,0,0,2,0,3,0,4,2,0,0,1,0
GCA_016710335.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A,UXAT02,JADJXQ01,JADJXQ01 sp016710335,0,0,0,1,0,0,0,0,0,2,0,1,0,2,3,0,0,1,0
GCA_016712375.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A,UXAT02,SSA4,SSA4 sp016712375,0,0,0,2,0,0,0,0,0,1,0,1,1,3,3,0,0,0,0
GCA_016712985.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,Sulfuritalea sp016712985,0,0,0,1,0,1,0,0,0,2,0,3,0,4,2,1,0,4,0
GCA_016714935.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Accumulibacter,Accumulibacter propinquus,0,0,0,1,1,0,0,0,0,2,0,2,0,4,2,0,0,1,0
GCA_016715325.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylomonadaceae,Methyloglobulus,Methyloglobulus sp016715325,0,0,0,3,0,0,0,0,0,2,0,1,0,3,2,0,0,2,0
GCA_016716965.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Sulfuritalea,Sulfuritalea sp016716965,0,0,0,1,1,0,0,0,0,2,0,3,0,5,2,0,0,4,0
GCA_016719055.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rhodoferax,Rhodoferax sp016719055,0,0,0,0,1,0,0,0,0,2,0,1,0,3,2,0,1,3,0
GCA_016720065.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,SSSZ01,SSSZ01 sp016720065,0,0,0,1,0,0,0,0,0,2,0,3,0,6,2,1,0,2,0
GCA_016720395.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Geobacterales,Pseudopelobacteraceae,CAIPTY01,CAIPTY01 sp016720395,0,0,1,1,0,0,0,0,0,1,0,2,0,2,2,1,0,2,0
GCA_016721945.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,JADKHC01,JADKHC01 sp016721945,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,0,0
GCA_016743235.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Pantanalinema,Pantanalinema sp016743235,0,0,0,1,1,0,0,0,0,2,0,1,1,2,1,0,0,2,0
GCA_016744475.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Beggiatoales,Beggiatoaceae,BB31,BB31 sp016744475,0,0,0,1,1,0,0,0,0,2,0,2,0,5,1,0,0,4,0
GCA_016744575.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,BB26,BB26 sp016744575,0,0,1,0,1,0,0,0,0,2,0,1,0,4,1,1,0,4,0
GCA_016744595.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,Desulfuromusa sp016744595,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,0,0,1,0
GCA_016744675.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Desulfuromusa,Desulfuromusa sp016744675,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0
GCA_016744995.1,Bacteria,Pseudomonadota,Gammaproteobacteria,GRL18,GRL18,GRL18,GRL18 sp016744995,0,0,2,1,1,0,0,0,0,2,0,2,0,5,2,0,0,4,0
GCA_016760525.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Labilibaculum,Labilibaculum sp016760525,0,0,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,1,0
GCA_016765495.1,Bacteria,Desulfobacterota,Desulfobulbia,Desulfobulbales,Desulfocapsaceae,Desulfocapsa,Desulfocapsa sp016765495,0,0,0,0,0,0,0,0,0,2,0,3,0,3,1,0,1,4,0
GCA_016789955.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rubrivivax,Rubrivivax sp016789955,0,0,2,1,1,0,0,0,0,1,0,2,1,4,3,0,0,2,0
GCA_016790045.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,Competibacter_A,Competibacter_A sp016790045,0,0,0,1,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0
GCA_016790395.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_B,Rubrivivax,Rubrivivax sp016790395,0,0,2,1,0,0,0,0,0,0,0,2,0,3,3,1,0,3,0
GCA_016793065.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Ancalomicrobiaceae,JAEULV01,JAEULV01 sp016793065,0,0,0,2,0,0,0,0,0,2,0,2,0,6,2,0,0,0,0
GCA_016793635.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,JAEUMD01,JAEUMD01 sp016793635,0,0,0,2,1,0,0,0,0,1,0,2,0,3,3,0,0,4,0
GCA_016793685.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Rhodoplanes,Rhodoplanes sp016793685,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0
GCA_016793875.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales_A,UXAT02,SSA4,SSA4 sp016793875,0,0,0,2,0,0,0,0,0,2,0,0,0,3,3,0,0,1,0
GCA_016795425.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Pedosphaerales,CAIMTB01,CAIMTB01,CAIMTB01 sp016795425,0,0,0,0,0,0,0,0,0,2,0,2,0,6,2,0,0,0,0
GCA_016841045.1,Bacteria,Bacillota_B,Thermincolia,Thermincolales,UBA2595,JAENZX01,JAENZX01 sp016841045,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,2,0
GCA_016841205.1,Bacteria,Bacillota_B,Desulfotomaculia,Desulfotomaculales,Desulfallaceae,Sporotomaculum,Sporotomaculum geothermicum_A,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,2,0
GCA_016841245.1,Bacteria,Bacillota_B,Syntrophomonadia,Syntrophomonadales,Syntrophomonadaceae,JAAYJK01,JAAYJK01 sp016841245,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,1,0
GCA_016841265.1,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,MTP4,MTP4 sp016841265,0,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0
GCA_016842065.1,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Sedimenticolaceae,Thiodiazotropha,Thiodiazotropha sp016842065,0,0,0,3,1,0,0,0,0,2,0,2,0,6,2,0,0,5,0
GCA_016868665.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium sp016868665,0,0,1,0,1,0,0,0,0,2,0,1,0,1,1,0,0,3,0
GCA_016869555.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,Methylocystis sp016869555,0,0,0,3,0,0,0,0,0,2,0,1,1,2,2,0,0,2,0
GCA_016903655.1,Bacteria,Cyanobacteriota,Cyanobacteriia,Cyanobacteriales,Gomphosphaeriaceae,Gomphosphaeria,Gomphosphaeria aponina,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0
GCA_016927055.1,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,Methanothrix,Methanothrix sp016927055,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
GCA_016927285.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,Chlorobium sp016927285,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,4,0
GCA_016928355.1,Archaea,Halobacteriota,Methanomicrobia,Methanomicrobiales,Methanomicrobiaceae,Methanolacinia,Methanolacinia sp016928355,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0
GCA_016928815.1,Bacteria,Spirochaetota,UBA4802,UBA4802,JAFGJZ01,JAFGJZ01,JAFGJZ01 sp016928815,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
GCA_016929595.1,Bacteria,Fibrobacterota,Chitinivibrionia,Chitinivibrionales,Chitinispirillaceae,JAFGIN01,JAFGIN01 sp016929595,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,1,0
GCA_016929605.1,Bacteria,Spirochaetota,Spirochaetia,Treponematales,Treponemataceae,Spiro-10,Spiro-10 sp016929605,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
GCA_016931115.1,Bacteria,Desulfobacterota,DSM-4660,Desulfatiglandales,HGW-15,JAAZBV01,JAAZBV01 sp016931115,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0
GCA_016931935.1,Bacteria,KSB1,UBA2214,AABM5-25-91,JAFGDW01,JAFGDW01,JAFGDW01 sp016931935,0,0,0,0,0,0,0,0,0,1,0,3,0,2,2,0,0,2,0
GCA_016932015.1,Bacteria,Spirochaetota,UBA4802,UBA4802,JAFGDQ01,JAFGDQ01,JAFGDQ01 sp016932015,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,1,1,0
GCA_016934935.1,Bacteria,Spirochaetota,UBA4802,UBA4802,JAFGJZ01,JAFGRW01,JAFGRW01 sp016934935,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
GCA_016935665.1,Bacteria,Myxococcota,Polyangia,JAAYKL01,JAAYKL01,JAFGXQ01,JAFGXQ01 sp016935665,0,0,0,0,0,0,0,0,0,2,0,4,0,1,0,0,0,2,0
GCA_016936255.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Labilibaculum,Labilibaculum sp016936255,0,0,0,0,0,0,0,0,0,1,0,4,0,1,3,0,0,2,0
GCA_016936295.1,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_E,DSM-19205,Thiospirochaeta,Thiospirochaeta sp016936295,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
GCA_016936455.1,Bacteria,Desulfobacterota_F,Desulfuromonadia,Desulfuromonadales,Desulfuromonadaceae,Pseudodesulfuromonas,Pseudodesulfuromonas sp016936455,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0
GCA_016936495.1,Bacteria,Verrucomicrobiota,Lentisphaeria,Victivallales,SZUA-371,JAFGXT01,JAFGXT01 sp016936495,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0
GCA_016936555.1,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales_E,Spirochaetaceae_B,Spirochaeta_F,Spirochaeta_F sp016936555,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0
GCA_016936575.1,Bacteria,Myxococcota,Polyangia,JAAYKL01,JAAYKL01,JAFGXQ01,JAFGXQ01 sp016936575,0,0,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,1,0
GCA_016937015.1,Bacteria,Myxococcota,Polyangia,JAAYKL01,JAAYKL01,JAFGXQ01,JAFGXQ01 sp016937015,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,0,0,1,0
GCA_016937035.1,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,Pontiella sp016937035,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
GCA_016937315.1,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Alpha-05,Alpha-05 sp016937315,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
GCA_016937935.1,Bacteria,Myxococcota,Polyangia,JAAYKL01,JAAYKL01,JAFGVO01,JAFGVO01 sp016937935,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0
GCA_016937945.1,Bacteria,Verrucomicrobiota,Kiritimatiellia,Kiritimatiellales,Pontiellaceae,Pontiella,Pontiella sp016937945,0,0,0,0,0,0,0,0,0,1,0,3,0,1,2,0,0,1,0
GCA_016938175.1,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas sp016938175,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,0
